results__bestsellers_date,results__published_date,results__display_name,results__normal_list_ends_at,results__books__rank,results__books__primary_isbn10,results__books__primary_isbn13,results__books__description,results__books__title,results__books__author
12/8/2012,12/23/2012,Combined Print & E-Book Nonfiction,15,1,1451695195,9.78145E+12,A neurosurgeon recounts his near death experience during a coma from bacterial meningitis.,PROOF OF HEAVEN,Eben Alexander
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,2,805096663,9.78081E+12,The host of “The O’Reilly Factor” recounts the events surrounding the assassination of John F. Kennedy.,KILLING KENNEDY,Bill O'Reilly and Martin Dugard
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,3,805093079,9.78081E+12,The host of “The O’Reilly Factor” recounts the assassination of Abraham Lincoln.,KILLING LINCOLN,Bill O'Reilly and Martin Dugard
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,4,1400067669,9.7814E+12,The Pulitzer Prize-winning journalist celebrates Jefferson’s skills as a practical politician.,THOMAS JEFFERSON,Jon Meacham
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,5,525953728,9.78053E+12,"An account of the mission that killed Osama bin Laden, by a former member of the Navy SEALs.",NO EASY DAY,Mark Owen with Kevin Maurer
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,6,743270754,9.78074E+12,"The political genius of Abraham Lincoln, revealed in his relationship with his cabinet; originally published in 2005.",TEAM OF RIVALS,Doris Kearns Goodwin
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,7,446583979,9.78045E+12,The mock pundit of Comedy Central’s “Colbert Report” tells how to bring America back from the brink.,AMERICA AGAIN,Stephen Colbert and others
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,8,159420411X,9.78159E+12,"An examination of predictions, the ones that come true and the ones that don’t.",THE SIGNAL AND THE NOISE,Nate Silver
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,9,1400064163,9.7814E+12,An Olympic runner’s story of survival as a prisoner of the Japanese in World War II.,UNBROKEN,Laura Hillenbrand
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,10,1439191824,9.78144E+12,"A biography of Bruce Springsteen looks at his family, his music and his drive for fame and influence.",BRUCE,Peter Ames Carlin
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,11,62193643,9.78006E+12,"The musician muses on family, friends, Texas and life on the road.",ROLL ME UP AND SMOKE ME WHEN I DIE,Willie Nelson
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,12,316547700,9.78032E+12,"A biography of Winston Churchill, reaching from World War II until his death in 1965.",LAST LION,William Manchester and Paul Reid
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,13,399159460,9.7804E+12,The rocker’s memoir ranges over his personal life and his music.,WAGING HEAVY PEACE,Neil Young
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,14,849946158,9.78085E+12,A father recounts his 3-year-old son’s encounter with Jesus and the angels during an appendectomy.,HEAVEN IS FOR REAL,Todd Burpo with Lynn Vincent
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,15,1400067820,9.7814E+12,The philosophical essayist and author of “The Black Swan” identifies things that not only gain from chaos but need it in order to survive and flourish.,ANTIFRAGILE,Nassim Nicholas Taleb
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,16,1400067553,9.7814E+12,A journalist reports on families seeking better lives in a Mumbai slum.,BEHIND THE BEAUTIFUL FOREVERS,Katherine Boo
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,17,743236718,9.78074E+12,The difficulties and triumphs of families dealing with exceptional children.,FAR FROM THE TREE,Andrew Solomon
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,18,307352145,9.78031E+12,Introverts — approximately one-third of the population — are undervalued in American society.,QUIET,Susan Cain
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,19,307986969,9.78031E+12,The Fox News Channel host denounces liberal double standards and intolerance masquerading as tolerance.,JOY OF HATE,Greg Gutfeld
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,20,812993683,9.78081E+12,The 2012 presidential campaign in humorous verse.,DOGFIGHT,Calvin Trillin
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
12/8/2012,12/23/2012,,,,,,,,
10/27/2018,11/11/2018,Combined Print & E-Book Nonfiction,15,1,1250165547,9.78125E+12,A look at the postwar manhunt for members of Hitler’s inner circle.,KILLING THE SS,Bill O'Reilly and Martin Dugard
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,2,374201234,9.78037E+12,The former Los Angeles Lakers player describes various skills and techniques he used on the court.,THE MAMBA MENTALITY,Kobe Bryant
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,3,1501183664,9.7815E+12,The Fox News anchor argues that America’s ruling class is out of touch with everyday citizens.,SHIP OF FOOLS,Tucker Carlson
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,4,039959051X,9.7804E+12,"The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university.",EDUCATED,Tara Westover
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,5,1501175513,9.7815E+12,"Based on hours of interviews with sources, the Pulitzer Prize-winning journalist describes debates and decision-making within the Trump White House.",FEAR,Bob Woodward
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,6,1984819194,9.78198E+12,A collection of essays from the late scientist’s personal archive that address 10 imponderables.,BRIEF ANSWERS TO THE BIG QUESTIONS,Stephen Hawking
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,7,1324002646,9.78132E+12,"The author of ""The Big Short"" examines how the Trump administration staffs its federal agencies.",THE FIFTH RISK,Michael Lewis
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,8,307409600,9.78031E+12,How American presidents waged wars and expanded the power of the executive branch.,PRESIDENTS OF WAR,Michael Beschloss
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,9,1476795924,9.78148E+12,"The challenges that shaped the leadership abilities of four presidents: Abraham Lincoln, Theodore Roosevelt, Franklin D. Roosevelt and Lyndon B. Johnson.",LEADERSHIP,Doris Kearns Goodwin
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,10,1538763028,9.78154E+12,A memoir by the two-time Academy Award and three-time Emmy Award winner.,IN PIECES,Sally Field
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,11,316421820,9.78032E+12,"The former White House photographer juxtaposes pictures of former President Obama with tweets, headlines and quotes from the Trump administration.",SHADE,Pete Souza
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,12,1476740186,9.78148E+12,The story of the 1986 fire at the Los Angeles Public Library provides a backdrop to the evolution and purpose of libraries.,THE LIBRARY BOOK,Susan Orlean
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,13,62316117,9.78006E+12,How Homo sapiens became Earth’s dominant species.,SAPIENS,Yuval Noah Harari
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,14,525537449,9.78053E+12,Brief explorations into finding hope and wisdom in times of despair and uncertainty.,ALMOST EVERYTHING,Anne Lamott
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,15,1328974715,9.78133E+12,A father struggles with his son's meth addiction.,BEAUTIFUL BOY,David Sheff
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
10/27/2018,11/11/2018,,,,,,,,
2/7/2015,2/22/2015,Combined Print & E-Book Nonfiction,15,1,62376330,9.78006E+12,A former member of the Navy SEALs discusses his battlefield experiences during the Iraq war. Kyle was shot to death in Texas in 2013.,AMERICAN SNIPER,Chris Kyle with Scott McEwen and Jim DeFelice
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,2,679603751,9.78068E+12,An Olympic runner’s story of survival as a prisoner of the Japanese in World War II; now a movie.,UNBROKEN,Laura Hillenbrand
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,3,307957659,9.78031E+12,"A woman’s account of a life-changing 1,100-mile hike along the Pacific Crest Trail during the summer of 1995; now a movie.",WILD,Cheryl Strayed
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,4,None,9.7811E+12,The University of Washington’s eight-oar crew and their quest for gold at the 1936 Berlin Olympics.,THE BOYS IN THE BOAT,Daniel James Brown
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,5,1400205832,9.7814E+12,A South African man learned how to communicate and live a full life despite a mysterious disease that left him mute and in a wheelchair; originally published in 2011.,GHOST BOY,Martin Pistorius with Megan Lloyd Davies
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,6,080509668X,9.78081E+12,The host of “The O’Reilly Factor” recounts the strange death of Gen. George S. Patton in December 1945.,KILLING PATTON,Bill O'Reilly and Martin Dugard
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,7,805095152,9.78081E+12,"The surgeon and New Yorker writer considers how doctors fail patients at the end of life, and how they can do better.",BEING MORTAL,Atul Gawande
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,8,62268341,9.78006E+12,A humorous miscellany from the comedian and actress.,YES PLEASE,Amy Poehler
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,9,316007544,9.78032E+12,The only survivor of a Navy SEALs operation in Afghanistan describes the battle and his escape.,LONE SURVIVOR,Marcus Luttrell with Patrick Robinson
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,10,1594205868,9.78159E+12,"A memoir of a marriage’s collapse, by the author of “Don’t Let’s Go to the Dogs Tonight.”",LEAVING BEFORE THE RAINS COME,Alexandra Fuller
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,11,385529988,9.78039E+12,The investigation of a young black man’s murder in 2007 raises questions about race and the criminal justice system.,GHETTOSIDE,Jill Leovy
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,12,1250045444,9.78125E+12,A memoir by a deadly special operations sniper deployed to Afghanistan.,THE REAPER,Nicholas Irving with Gary Brozek
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,13,None,9.7814E+12,"The life of the British mathematician who broke the Nazis’ wartime codes; the inspiration for the film ""The Imitation Game.""",ALAN TURING: THE ENIGMA,Andrew Hodges
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,14,307589382,9.78031E+12,The story of a woman whose cancer cells were cultured without her permission in 1951.,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,15,544272994,9.78054E+12,"Scientific (but often funny) answers to hypothetical questions, based in part on the author’s website, xkcd.com.",WHAT IF?,Randall Munroe
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,16,307790517,9.78031E+12,An account of the life of Priscilla Beaulieu Presley and her marriage to Elvis.,CHILD BRIDE,Suzanne Finstad
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,17,307795292,9.78031E+12,A journalist’s account of a man who was caught pilfering 200 rare orchids.,THE ORCHID THIEF,Susan Orlean
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,18,081298160X,9.78081E+12,"An examination of the science behind habits, how we form them and break them.",THE POWER OF HABIT,Charles Duhigg
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,19,345493818,9.78035E+12,A naturalist learns life lessons from her 750 pound pig.,THE GOOD GOOD PIG,Sy Montgomery
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,20,081299499X,9.78081E+12,A collection of revealing and often humorous personal essays from the creator and star of “Girls.”,NOT THAT KIND OF GIRL,Lena Dunham
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/7/2015,2/22/2015,,,,,,,,
2/23/2019,3/10/2019,Combined Print & E-Book Nonfiction,15,1,1250207576,9.78125E+12,The former deputy director of the F.B.I. describes major events of his career and the ways the agency works to protect Americans.,THE THREAT,Andrew G McCabe
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,2,1524763136,9.78152E+12,"The former first lady describes her journey from the South Side of Chicago to the White House, and how she balanced work, family and her husband’s political ascent.",BECOMING,Michelle Obama
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,3,399590501,9.7804E+12,"The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university.",EDUCATED,Tara Westover
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,4,804176728,9.7808E+12,"An American tank gunner faces enemies in Cologne, Germany, during World War II.",SPEARHEAD,Adam Makos
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,5,1524731668,9.78152E+12,"The rise and fall of Theranos, the biotech startup that failed to deliver on its promise to make blood testing more efficient.",BAD BLOOD,John Carreyrou
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,6,1404110828,9.7814E+12,The Oscar-nominated actor describes how he has entertained troops and helped veterans.,GRATEFUL AMERICAN,Gary Sinise with Marcus Brotherton
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,7,62316117,9.78006E+12,How Homo sapiens became Earth’s dominant species.,SAPIENS,Yuval Noah Harari
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,8,525576703,9.78053E+12,"How climate-related crises may cause food shortages, refugee emergencies and other catastrophes.",THE UNINHABITABLE EARTH,David Wallace-Wells
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,9,399588191,9.7804E+12,A memoir about growing up biracial in apartheid South Africa by the host of “The Daily Show.”,BORN A CRIME,Trevor Noah
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,10,316505110,9.78032E+12,An unexpected pregnancy forces the author to navigate challenges faced by the working poor.,MAID,Stephanie Land
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,11,1476794170,9.78148E+12,A retired Secret Service agent discusses his experience with presidents from Eisenhower to Ford.,FIVE PRESIDENTS,Clint Hill with Lisa McCubbin
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,12,1250130336,9.78125E+12,The story of a secret plot to kill George Washington in 1776.,THE FIRST CONSPIRACY,Brad Meltzer and Josh Mensch
2/23/2019,3/10/2019,,,,,,,,
2/23/2019,3/10/2019,,,,,,,,
