results__list_name,results__bestsellers_date,results__published_date,results__books__rank,results__books__primary_isbn10,results__books__primary_isbn13,results__books__description,results__books__title,results__books__author
Race and Civil Rights,1/30/2016,2/14/2016,8,385529996,9.78E+12,The investigation of a young black man’s murder in 2007 raises questions about race and the criminal justice system.,GHETTOSIDE,Jill Leovy
Race and Civil Rights,1/30/2016,2/14/2016,,,,,,
Race and Civil Rights,1/30/2016,2/14/2016,,,,,,
Race and Civil Rights,1/30/2016,2/14/2016,,,,,,
Race and Civil Rights,1/30/2016,2/14/2016,,,,,,
Race and Civil Rights,1/30/2016,2/14/2016,,,,,,
Race and Civil Rights,1/30/2016,2/14/2016,9,1626563519,9.78E+12,"How Black women in America are dismantling the negative and ""broken narrative"" about themselves in society, conquering long-standing obstacles of gender and racial biases and stereotypes.",THE SISTERS ARE ALRIGHT,Tamara Winfrey Harris
Race and Civil Rights,1/30/2016,2/14/2016,,,,,,
Race and Civil Rights,1/30/2016,2/14/2016,,,,,,
Race and Civil Rights,1/30/2016,2/14/2016,,,,,,
Race and Civil Rights,1/30/2016,2/14/2016,,,,,,
Race and Civil Rights,1/30/2016,2/14/2016,,,,,,
Race and Civil Rights,1/30/2016,2/14/2016,10,1476731918,9.78E+12,The story of a brilliant young man from a New Jersey ghetto who graduated from Yale but was murdered as a drug dealer at age 30.,THE SHORT AND TRAGIC LIFE OF ROBERT PEACE,Jeff Hobbs
Race and Civil Rights,1/30/2016,2/14/2016,,,,,,
Race and Civil Rights,1/30/2016,2/14/2016,,,,,,
Race and Civil Rights,1/30/2016,2/14/2016,,,,,,
Race and Civil Rights,1/30/2016,2/14/2016,,,,,,
Race and Civil Rights,1/30/2016,2/14/2016,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,1,812993543,9.78E+12,"A meditation on race in America as well as a personal story by the national correspondent of The Atlantic, framed as a letter to his teenage son.",BETWEEN THE WORLD AND ME,Ta-Nehisi Coates
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,2,081298496X,9.78E+12,A law professor and MacArthur grant recipient's memoir of his decades of work to free innocent people condemned to death.,JUST MERCY,Bryan Stevenson
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,3,1595586431,9.78E+12,A law professor takes aim at the “war on drugs” and its impact on black men.,THE NEW JIM CROW,Michelle Alexander
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,4,385528205,9.78E+12,"A tale of two Wes Moores: the author, a Rhodes scholar; the other, a man in prison.",THE OTHER WES MOORE,Wes Moore
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,5,1476731918,9.78E+12,The story of a brilliant young man from a New Jersey ghetto who graduated from Yale but was murdered as a drug dealer at age 30.,THE SHORT AND TRAGIC LIFE OF ROBERT PEACE,Jeff Hobbs
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,6,307378454,9.78E+12,A memoir by the Pulitzer Prize-winning critic explores the complications of life as a member of Chicago's black elite.,NEGROLAND,Margo Jefferson
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,7,1555976905,9.78E+12,Prose poems examine the experience of race and racism in our fractured society.,CITIZEN,Claudia Rankine
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,8,1250044634,9.78E+12,A doctor reflects on race and medicine.,BLACK MAN IN A WHITE COAT,Damon Tweedy
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,9,1510703357,9.78E+12,Living (and dying) while black in America.,THE BEAST SIDE,D Watkins
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,10,374158274,9.78E+12,The modern struggle for voting rights in America.,GIVE US THE BALLOT,Ari Berman
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,10/31/2015,11/15/2015,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,1,812993543,9.78E+12,"A meditation on race in America as well as a personal story by the national correspondent of The Atlantic, framed as a letter to his teenage son. Winner of the National Book Award.",BETWEEN THE WORLD AND ME,Ta-Nehisi Coates
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,2,081298496X,9.78E+12,A law professor and MacArthur grant recipient's memoir of his decades of work to free innocent people condemned to death.,JUST MERCY,Bryan Stevenson
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,3,1595586431,9.78E+12,A law professor takes aim at the “war on drugs” and its impact on black men.,THE NEW JIM CROW,Michelle Alexander
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,4,807006408,9.78E+12,An experienced educator provides fresh practical tools to ignite and fully engage the eagerness of learning for students and also their teachers.,FOR WHITE FOLKS WHO TEACH IN THE HOOD... AND THE REST OF Y'ALL TOO,Christopher Emdin
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,5,081298854X,9.78E+12,An account of the O. J. Simpson trial by a journalist and former prosecutor. Originally published in 1996.,THE RUN OF HIS LIFE,Jeffrey Toobin
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,6,1555976905,9.78E+12,Prose poems examine the experience of race and racism in our fractured society and include references to recent events.,CITIZEN,Claudia Rankine
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,7,1101965169,9.78E+12,Finding common ground and advancing the common good.,UNITED,Cory Booker
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,8,054438766X,9.78E+12,Barack Obama and the politics of race in America.,THE BLACK PRESIDENCY,Michael Eric Dyson
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,9,385529996,9.78E+12,The investigation of a young black man’s murder in 2007 raises questions about race and the criminal justice system.,GHETTOSIDE,Jill Leovy
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,10,1476731918,9.78E+12,The story of a brilliant young man from a New Jersey ghetto who graduated from Yale but was murdered as a drug dealer at age 30.,THE SHORT AND TRAGIC LIFE OF ROBERT PEACE,Jeff Hobbs
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,4/30/2016,5/15/2016,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,1,1595586431,9.78E+12,A law professor takes aim at the “war on drugs” and its impact on black men.,THE NEW JIM CROW,Michelle Alexander
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,2,1603093001,9.78E+12,Representative John Lewis of Georgia describes his childhood and the beginning of his involvement in the civil rights movement. The first volume of a trilogy.,MARCH: BOOK ONE,John Lewis and Andrew Aydin
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,3,1418525650,9.78E+12,The unlikely friendship between a homeless drifter and a successful art dealer who meet at a shelter in Texas.,SAME KIND OF DIFFERENT AS ME,Ron Hall and Denver Moore with Lynn Vincent
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,4,1603094008,9.78E+12,"Representative John Lewis of Georgia continues his memoir of the civil rights movement. In this volume, he recounts the March on Washington in 1963, among other events.",MARCH: BOOK TWO,John Lewis and Andrew Aydin
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,5,1555976905,9.78E+12,Prose poems examine the experience of race and racism in our fractured society.,CITIZEN,Claudia Rankine
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,6,385529988,9.78E+12,The investigation of a young black man’s murder in 2007 raises questions about race and the criminal justice system.,GHETTOSIDE,Jill Leovy
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,7,812994523,9.78E+12,The executive director of the Equal Justice Initiative in Alabama describes his work in defense of poor people and the unjustly accused.,JUST MERCY,Bryan Stevenson
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,8,1480476889,9.78E+12,"The narrative, first published in 1853, of a freeman who was sold into slavery and spent 12 years in bondage before escaping. The basis of the movie.",TWELVE YEARS A SLAVE,Solomon Northup
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,9,385528205,9.78E+12,"A tale of two Wes Moores: the author, a Rhodes scholar; the other, a man in prison.",THE OTHER WES MOORE,Wes Moore
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,10,1476749051,9.78E+12,Humorous essays on what it is like to be awkward in a world that glorifies cool.,MISADVENTURES OF AWKWARD BLACK GIRL,Issa Rae
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,11,147673190X,9.78E+12,The story of a brilliant young man from a New Jersey ghetto who graduated from Yale but was murdered as a drug dealer at age 30.,THE SHORT AND TRAGIC LIFE OF ROBERT PEACE,Jeff Hobbs
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,12,393244075,9.78E+12,"A history of the Underground Railroad, the network that spirited slaves to freedom in the decades before the Civil War.",GATEWAY TO FREEDOM,Eric Foner
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,13,812993578,9.78E+12,"A man's quest for a meaningful life through critical moments and places in recent history, from Afghanistan to the White House and Wall Street.",THE WORK,Wes Moore
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,14,316244619,9.78E+12,"Courage, change and basketball's lost triumph.",THE SECRET GAME,Scott Ellsworth
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,15,375414142,9.78E+12,A Harvard historian’s survey of the industrialization of cotton and its effects on the world’s economy and social relations.,EMPIRE OF COTTON,Sven Beckert
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,15,826520235,9.78E+12,"A biography of Perry Wallace, the first African American basketball player in the SEC and a look at the collision of race and sports in the South.",STRONG INSIDE,Andrew Maraniss
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
Race and Civil Rights,3/28/2015,4/12/2015,,,,,,
10,Hardcover Political Books,hardcover-political-books,10,0,0,9.78E+12,A retired Secret Service agent discusses his experience with presidents from Eisenhower to Ford.,0
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,0,0,9.78E+12,"A meditation on race in America as well as a personal  story by the national correspondent of The Atlantic, framed as a letter to his teenage son.",0
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
